Skill Code,Skill Category,Grade Level,Course Name,Skill Name
AA.7,Factoring,algebra-1,Math,Factor by grouping
AA.8,Factoring,algebra-1,Math,Factor polynomials
BB.1,Quadratic equations,algebra-1,Math,Characteristics of quadratic functions
BB.2,Quadratic equations,algebra-1,Math,Complete a function table: quadratic functions
BB.3,Quadratic equations,algebra-1,Math,Transformations of quadratic functions
BB.4,Quadratic equations,algebra-1,Math,Graph quadratic functions in vertex form
BB.5,Quadratic equations,algebra-1,Math,Solve a quadratic equation using square roots
BB.6,Quadratic equations,algebra-1,Math,Solve a quadratic equation using the zero product property
BB.7,Quadratic equations,algebra-1,Math,Solve a quadratic equation by factoring
BB.8,Quadratic equations,algebra-1,Math,Complete the square
BB.9,Quadratic equations,algebra-1,Math,Solve a quadratic equation by completing the square
BB.10,Quadratic equations,algebra-1,Math,Solve a quadratic equation using the quadratic formula
BB.11,Quadratic equations,algebra-1,Math,Using the discriminant
BB.12,Quadratic equations,algebra-1,Math,Match quadratic functions and graphs
BB.13,Quadratic equations,algebra-1,Math,Systems of linear and quadratic equations
CC.1,"Functions: linear, quadratic, exponential",algebra-1,Math,"Identify linear, quadratic, and exponential functions from graphs"
CC.2,"Functions: linear, quadratic, exponential",algebra-1,Math,"Identify linear, quadratic, and exponential functions from tables"
CC.3,"Functions: linear, quadratic, exponential",algebra-1,Math,"Write linear, quadratic, and exponential functions"
CC.4,"Functions: linear, quadratic, exponential",algebra-1,Math,Linear functions over unit intervals
CC.5,"Functions: linear, quadratic, exponential",algebra-1,Math,Exponential functions over unit intervals
CC.6,"Functions: linear, quadratic, exponential",algebra-1,Math,Describe linear and exponential growth and decay
DD.1,Absolute value functions,algebra-1,Math,Complete a function table: absolute value functions
DD.2,Absolute value functions,algebra-1,Math,Graph an absolute value function
DD.3,Absolute value functions,algebra-1,Math,Domain and range of absolute value functions: graphs
DD.4,Absolute value functions,algebra-1,Math,Domain and range of absolute value functions: equations
DD.5,Absolute value functions,algebra-1,Math,Transformations of absolute value functions
EE.1,Radical expressions,algebra-1,Math,Simplify radical expressions
EE.2,Radical expressions,algebra-1,Math,Simplify radical expressions with variables
EE.3,Radical expressions,algebra-1,Math,Simplify radical expressions involving fractions
EE.4,Radical expressions,algebra-1,Math,Multiply radical expressions
EE.5,Radical expressions,algebra-1,Math,Add and subtract radical expressions
EE.6,Radical expressions,algebra-1,Math,Simplify radical expressions using the distributive property
EE.7,Radical expressions,algebra-1,Math,Divide radical expressions
EE.8,Radical expressions,algebra-1,Math,Simplify radical expressions: mixed review
FF.1,Radical functions and equations,algebra-1,Math,Evaluate a radical function
FF.2,Radical functions and equations,algebra-1,Math,Domain and range of radical functions: graphs
FF.3,Radical functions and equations,algebra-1,Math,Domain and range of radical functions: equations
FF.4,Radical functions and equations,algebra-1,Math,Solve radical equations I
FF.5,Radical functions and equations,algebra-1,Math,Solve radical equations II
GG.1,Rational functions and expressions,algebra-1,Math,Rational functions: asymptotes and excluded values
GG.2,Rational functions and expressions,algebra-1,Math,Simplify complex fractions
GG.3,Rational functions and expressions,algebra-1,Math,Simplify rational expressions
GG.4,Rational functions and expressions,algebra-1,Math,Multiply and divide rational expressions
GG.5,Rational functions and expressions,algebra-1,Math,Divide polynomials
GG.6,Rational functions and expressions,algebra-1,Math,Add and subtract rational expressions
GG.7,Rational functions and expressions,algebra-1,Math,Solve rational equations
GG.8,Rational functions and expressions,algebra-1,Math,Evaluate rational expressions
HH.1,Trigonometry,algebra-1,Math,"Trigonometric ratios: sin, cos, and tan"
HH.2,Trigonometry,algebra-1,Math,Find trigonometric ratios using a calculator
HH.3,Trigonometry,algebra-1,Math,Inverses of trigonometric functions
HH.4,Trigonometry,algebra-1,Math,Trigonometric ratios: find a side length
HH.5,Trigonometry,algebra-1,Math,Trigonometric ratios: find an angle measure
HH.6,Trigonometry,algebra-1,Math,Solve a right triangle
II.1,Logic,algebra-1,Math,Identify hypotheses and conclusions
II.2,Logic,algebra-1,Math,Counterexamples
JJ.1,Probability,algebra-1,Math,Theoretical probability
JJ.2,Probability,algebra-1,Math,Experimental probability
JJ.3,Probability,algebra-1,Math,Compound events: find the number of outcomes
JJ.4,Probability,algebra-1,Math,Identify independent and dependent events
JJ.5,Probability,algebra-1,Math,Probability of independent and dependent events
JJ.6,Probability,algebra-1,Math,Permutations
JJ.7,Probability,algebra-1,Math,Counting principle
JJ.8,Probability,algebra-1,Math,Permutation and combination notation
KK.1,Statistics,algebra-1,Math,Identify biased samples
KK.2,Statistics,algebra-1,Math,"Mean, median, mode, and range"
KK.3,Statistics,algebra-1,Math,Quartiles
KK.4,Statistics,algebra-1,Math,Identify an outlier
KK.5,Statistics,algebra-1,Math,Identify an outlier and describe the effect of removing it
KK.6,Statistics,algebra-1,Math,Mean absolute deviation
KK.7,Statistics,algebra-1,Math,Variance and standard deviation
KK.8,Statistics,algebra-1,Math,Interpret a scatter plot
KK.9,Statistics,algebra-1,Math,Outliers in scatter plots
KK.10,Statistics,algebra-1,Math,Match correlation coefficients to scatter plots
KK.11,Statistics,algebra-1,Math,Calculate correlation coefficients
KK.12,Statistics,algebra-1,Math,Scatter plots: line of best fit
KK.13,Statistics,algebra-1,Math,Find the equation of a regression line
KK.14,Statistics,algebra-1,Math,Interpret regression lines
KK.15,Statistics,algebra-1,Math,Analyze a regression line of a data set
A.1,Algebra review,geometry,Math,Ratios and proportions
A.2,Algebra review,geometry,Math,Scale drawings: word problems
A.3,Algebra review,geometry,Math,Properties of exponents
A.4,Algebra review,geometry,Math,Simplify radical expressions
A.5,Algebra review,geometry,Math,Write variable expressions
A.6,Algebra review,geometry,Math,Solve linear equations
A.7,Algebra review,geometry,Math,Solve linear inequalities
A.8,Algebra review,geometry,Math,Solve systems of linear equations
A.9,Algebra review,geometry,Math,Solve a quadratic equation by factoring
A.10,Algebra review,geometry,Math,Solve a quadratic equation using the quadratic formula
B.1,"Points, lines, and segments",geometry,Math,"Lines, line segments, and rays"
B.2,"Points, lines, and segments",geometry,Math,Lengths of segments on number lines
B.3,"Points, lines, and segments",geometry,Math,Additive property of length
B.4,"Points, lines, and segments",geometry,Math,Midpoints
B.5,"Points, lines, and segments",geometry,Math,Congruent line segments
B.6,"Points, lines, and segments",geometry,Math,Perpendicular Bisector Theorem
B.7,"Points, lines, and segments",geometry,Math,Midpoint formula
B.8,"Points, lines, and segments",geometry,Math,Distance formula
B.9,"Points, lines, and segments",geometry,Math,Construct the midpoint or perpendicular bisector of a segment
C.1,Angles,geometry,Math,Angle vocabulary
C.2,Angles,geometry,Math,Angle measures
C.3,Angles,geometry,Math,"Identify complementary, supplementary, vertical, adjacent, and congruent angles"
C.4,Angles,geometry,Math,"Find measures of complementary, supplementary, vertical, and adjacent angles"
C.5,Angles,geometry,Math,Angle bisectors
C.6,Angles,geometry,Math,Construct an angle bisector
C.7,Angles,geometry,Math,Construct a congruent angle
C.8,Angles,geometry,Math,Proofs involving angles
D.1,Parallel and perpendicular lines,geometry,Math,"Identify parallel, perpendicular, and skew lines and planes"
D.2,Parallel and perpendicular lines,geometry,Math,Construct a perpendicular line
D.3,Parallel and perpendicular lines,geometry,Math,Transversals: name angle pairs
D.4,Parallel and perpendicular lines,geometry,Math,Transversals of parallel lines: find angle measures
D.5,Parallel and perpendicular lines,geometry,Math,Construct parallel lines
D.6,Parallel and perpendicular lines,geometry,Math,Proofs involving parallel lines I
D.7,Parallel and perpendicular lines,geometry,Math,Proofs involving parallel lines II
E.1,Lines in the coordinate plane,geometry,Math,Coordinate plane review
E.2,Lines in the coordinate plane,geometry,Math,Slopes of lines
E.3,Lines in the coordinate plane,geometry,Math,Graph a linear equation
E.4,Lines in the coordinate plane,geometry,Math,Equations of lines
E.5,Lines in the coordinate plane,geometry,Math,Slopes of parallel and perpendicular lines
E.6,Lines in the coordinate plane,geometry,Math,Equations of parallel and perpendicular lines
E.7,Lines in the coordinate plane,geometry,Math,Find the distance between a point and a line
E.8,Lines in the coordinate plane,geometry,Math,Find the distance between two parallel lines
F.1,Introduction to triangles,geometry,Math,Classify triangles
F.2,Introduction to triangles,geometry,Math,Triangle Angle-Sum Theorem
F.3,Introduction to triangles,geometry,Math,Exterior Angle Theorem
F.4,Introduction to triangles,geometry,Math,Exterior Angle Inequality
G.1,Two-dimensional figures,geometry,Math,Polygon vocabulary
G.2,Two-dimensional figures,geometry,Math,Interior angles of polygons
G.3,Two-dimensional figures,geometry,Math,Exterior angles of polygons
G.4,Two-dimensional figures,geometry,Math,Review: interior and exterior angles of polygons
G.5,Two-dimensional figures,geometry,Math,Construct an equilateral triangle or regular hexagon
G.6,Two-dimensional figures,geometry,Math,Construct a square
H.1,Three-dimensional figures,geometry,Math,Parts of three-dimensional figures
H.2,Three-dimensional figures,geometry,Math,Three-dimensional figure vocabulary
H.3,Three-dimensional figures,geometry,Math,Nets and drawings of three-dimensional figures
H.4,Three-dimensional figures,geometry,Math,Cross-sections of three-dimensional figures
H.5,Three-dimensional figures,geometry,Math,Solids of revolution
I.1,Logic,geometry,Math,Identify hypotheses and conclusions
I.2,Logic,geometry,Math,Counterexamples
I.3,Logic,geometry,Math,Conditionals
I.4,Logic,geometry,Math,Negations
I.5,Logic,geometry,Math,"Converses, inverses, and contrapositives"
I.6,Logic,geometry,Math,Biconditionals
I.7,Logic,geometry,Math,Truth tables
I.8,Logic,geometry,Math,Truth values
J.1,Introduction to congruent figures,geometry,Math,Congruence statements and corresponding parts
J.2,Introduction to congruent figures,geometry,Math,Solve problems involving corresponding parts
J.3,Introduction to congruent figures,geometry,Math,Identify congruent figures
K.1,Congruent triangles,geometry,Math,SSS and SAS Theorems
K.2,Congruent triangles,geometry,Math,Proving triangles congruent by SSS and SAS
K.3,Congruent triangles,geometry,Math,ASA and AAS Theorems
K.4,Congruent triangles,geometry,Math,Proving triangles congruent by ASA and AAS
K.5,Congruent triangles,geometry,Math,"SSS, SAS, ASA, and AAS Theorems"
K.6,Congruent triangles,geometry,Math,SSS Theorem in the coordinate plane
K.7,Congruent triangles,geometry,Math,"Proving triangles congruent by SSS, SAS, ASA, and AAS"
K.8,Congruent triangles,geometry,Math,Proofs involving corresponding parts of congruent triangles
K.9,Congruent triangles,geometry,Math,Congruency in isosceles and equilateral triangles
K.10,Congruent triangles,geometry,Math,Proofs involving isosceles triangles
K.11,Congruent triangles,geometry,Math,Hypotenuse-Leg Theorem
L.1,Transformations,geometry,Math,Classify congruence transformations
L.2,Transformations,geometry,Math,Translations: graph the image
L.3,Transformations,geometry,Math,Translations: find the coordinates
L.4,Transformations,geometry,Math,Translations: write the rule
L.5,Transformations,geometry,Math,Reflections: graph the image
L.6,Transformations,geometry,Math,Reflections: find the coordinates
L.7,Transformations,geometry,Math,Rotate polygons about a point
L.8,Transformations,geometry,Math,Rotations: graph the image
L.9,Transformations,geometry,Math,Rotations: find the coordinates
L.10,Transformations,geometry,Math,Compositions of congruence transformations: graph the image
L.11,Transformations,geometry,Math,Transformations that carry a polygon onto itself
L.12,Transformations,geometry,Math,Congruence transformations: mixed review
L.13,Transformations,geometry,Math,Dilations: graph the image
L.14,Transformations,geometry,Math,Dilations: find the coordinates
L.15,Transformations,geometry,Math,Dilations: scale factor and classification
L.16,Transformations,geometry,Math,Dilations and parallel lines
M.1,Triangles,geometry,Math,Midsegments of triangles
M.2,Triangles,geometry,Math,Triangles and bisectors
M.3,Triangles,geometry,Math,"Identify medians, altitudes, angle bisectors, and perpendicular bisectors"
M.4,Triangles,geometry,Math,Angle-side relationships in triangles
M.5,Triangles,geometry,Math,Triangle Inequality Theorem
M.6,Triangles,geometry,Math,Construct the circumcenter or incenter of a triangle
M.7,Triangles,geometry,Math,Construct the centroid or orthocenter of a triangle
M.8,Triangles,geometry,Math,Proofs involving triangles I
M.9,Triangles,geometry,Math,Proofs involving triangles II
N.1,Quadrilaterals,geometry,Math,Identify trapezoids
N.2,Quadrilaterals,geometry,Math,Classify quadrilaterals
N.3,Quadrilaterals,geometry,Math,Graph quadrilaterals
N.4,Quadrilaterals,geometry,Math,Properties of parallelograms
N.5,Quadrilaterals,geometry,Math,Proving a quadrilateral is a parallelogram
N.6,Quadrilaterals,geometry,Math,Properties of rhombuses
N.7,Quadrilaterals,geometry,Math,Properties of squares and rectangles
N.8,Quadrilaterals,geometry,Math,Properties of trapezoids
N.9,Quadrilaterals,geometry,Math,Properties of kites
N.10,Quadrilaterals,geometry,Math,Review: properties of quadrilaterals
N.11,Quadrilaterals,geometry,Math,Proofs involving quadrilaterals I
N.12,Quadrilaterals,geometry,Math,Proofs involving quadrilaterals II
O.1,Symmetry,geometry,Math,Line symmetry
O.2,Symmetry,geometry,Math,Rotational symmetry
O.3,Symmetry,geometry,Math,Draw lines of symmetry
O.4,Symmetry,geometry,Math,Count lines of symmetry
P.1,Similarity,geometry,Math,Similarity ratios
P.2,Similarity,geometry,Math,Similarity statements
P.3,Similarity,geometry,Math,Identify similar figures
P.4,Similarity,geometry,Math,Side lengths and angle measures in similar figures
P.5,Similarity,geometry,Math,Similar triangles and indirect measurement
P.6,Similarity,geometry,Math,Perimeters of similar figures
P.7,Similarity,geometry,Math,Similarity rules for triangles
P.8,Similarity,geometry,Math,Similar triangles and similarity transformations
P.9,Similarity,geometry,Math,Similarity of circles
P.10,Similarity,geometry,Math,Triangle Proportionality Theorem
P.11,Similarity,geometry,Math,Areas of similar figures
P.12,Similarity,geometry,Math,Prove similarity statements
P.13,Similarity,geometry,Math,Prove proportions or angle congruences using similarity
P.14,Similarity,geometry,Math,Proofs involving similarity in right triangles
P.15,Similarity,geometry,Math,Prove the Pythagorean theorem
Q.1,Right triangles,geometry,Math,Pythagorean Theorem
Q.2,Right triangles,geometry,Math,Converse of the Pythagorean theorem
Q.3,Right triangles,geometry,Math,Pythagorean Inequality Theorems
Q.4,Right triangles,geometry,Math,Special right triangles
R.1,Trigonometry,geometry,Math,"Trigonometric ratios: sin, cos, and tan"
R.2,Trigonometry,geometry,Math,"Trigonometric ratios: csc, sec, and cot"
R.3,Trigonometry,geometry,Math,Trigonometric ratios in similar right triangles
R.4,Trigonometry,geometry,Math,Trigonometric functions of complementary angles
R.5,Trigonometry,geometry,Math,Find trigonometric functions of special angles
R.6,Trigonometry,geometry,Math,Find trigonometric functions using a calculator
R.7,Trigonometry,geometry,Math,Inverses of trigonometric functions
R.8,Trigonometry,geometry,Math,Trigonometric ratios: find a side length
R.9,Trigonometry,geometry,Math,Trigonometric ratios: find an angle measure
R.10,Trigonometry,geometry,Math,Solve a right triangle
R.11,Trigonometry,geometry,Math,Law of Sines
R.12,Trigonometry,geometry,Math,Law of Cosines
R.13,Trigonometry,geometry,Math,Solve a triangle
S.1,Area and perimeter,geometry,Math,Perimeter
S.2,Area and perimeter,geometry,Math,Area of rectangles and squares
S.3,Area and perimeter,geometry,Math,Area of parallelograms and triangles
S.4,Area and perimeter,geometry,Math,Area of trapezoids
S.5,Area and perimeter,geometry,Math,Area and perimeter in the coordinate plane I
S.6,Area and perimeter,geometry,Math,Area and perimeter in the coordinate plane II
S.7,Area and perimeter,geometry,Math,Area and circumference of circles
S.8,Area and perimeter,geometry,Math,Area of compound figures
S.9,Area and perimeter,geometry,Math,Area between two shapes
S.10,Area and perimeter,geometry,Math,Area and perimeter of similar figures
S.11,Area and perimeter,geometry,Math,Heron's formula
S.12,Area and perimeter,geometry,Math,Area and perimeter mixed review
T.1,Surface area and volume,geometry,Math,Introduction to surface area and volume
T.2,Surface area and volume,geometry,Math,Surface area of prisms and cylinders
T.3,Surface area and volume,geometry,Math,Surface area of pyramids and cones
T.4,Surface area and volume,geometry,Math,Volume of prisms and cylinders
T.5,Surface area and volume,geometry,Math,Volume of pyramids and cones
T.6,Surface area and volume,geometry,Math,Surface area and volume of spheres
T.7,Surface area and volume,geometry,Math,Introduction to similar solids
T.8,Surface area and volume,geometry,Math,Surface area and volume of similar solids
T.9,Surface area and volume,geometry,Math,Surface area and volume review
U.1,Circles,geometry,Math,Parts of a circle
U.2,Circles,geometry,Math,Central angles
U.3,Circles,geometry,Math,Arc measure and arc length
U.4,Circles,geometry,Math,Area of sectors
U.5,Circles,geometry,Math,Circle measurements: mixed review
U.6,Circles,geometry,Math,Arcs and chords
U.7,Circles,geometry,Math,Tangent lines
U.8,Circles,geometry,Math,Perimeter of polygons with an inscribed circle
U.9,Circles,geometry,Math,Inscribed angles
U.10,Circles,geometry,Math,Angles in inscribed right triangles
U.11,Circles,geometry,Math,Angles in inscribed quadrilaterals I
U.12,Circles,geometry,Math,Angles in inscribed quadrilaterals II
U.13,Circles,geometry,Math,Construct a tangent line to a circle
U.14,Circles,geometry,Math,Construct an equilateral triangle inscribed in a circle
U.15,Circles,geometry,Math,Construct a square inscribed in a circle
U.16,Circles,geometry,Math,Construct a regular hexagon inscribed in a circle
U.17,Circles,geometry,Math,Construct the inscribed or circumscribed circle of a triangle
V.1,Circles in the coordinate plane,geometry,Math,Find the center of a circle
V.2,Circles in the coordinate plane,geometry,Math,Find the radius or diameter of a circle
V.3,Circles in the coordinate plane,geometry,Math,Write equations of circles in standard form from graphs
V.4,Circles in the coordinate plane,geometry,Math,Write equations of circles in standard form using properties
V.5,Circles in the coordinate plane,geometry,Math,Convert equations of circles from general to standard form
V.6,Circles in the coordinate plane,geometry,Math,Find properties of circles from equations in general form
V.7,Circles in the coordinate plane,geometry,Math,Graph circles from equations in standard form
V.8,Circles in the coordinate plane,geometry,Math,Graph circles from equations in general form
W.1,Measurement,geometry,Math,Convert rates and measurements: customary units
W.2,Measurement,geometry,Math,Convert rates and measurements: metric units
W.3,Measurement,geometry,Math,Convert square and cubic units of length
W.4,Measurement,geometry,Math,Precision
W.5,Measurement,geometry,Math,Greatest possible error
W.6,Measurement,geometry,Math,Minimum and maximum area and volume
W.7,Measurement,geometry,Math,Percent error
W.8,Measurement,geometry,Math,Percent error: area and volume
X.1,Probability,geometry,Math,Theoretical and experimental probability
X.2,Probability,geometry,Math,Compound events: find the number of outcomes
X.3,Probability,geometry,Math,Independent and dependent events
X.4,Probability,geometry,Math,Counting principle
X.5,Probability,geometry,Math,Permutations
X.6,Probability,geometry,Math,Permutation and combination notation
X.7,Probability,geometry,Math,Geometric probability
Y.1,Vectors,geometry,Math,Compass directions and vectors
Y.2,Vectors,geometry,Math,Find the magnitude of a vector
Y.3,Vectors,geometry,Math,Find the component form of a vector
Y.4,Vectors,geometry,Math,Find the component form of a vector given its magnitude and direction angle
Y.5,Vectors,geometry,Math,Graph a resultant vector using the triangle method
Y.6,Vectors,geometry,Math,Graph a resultant vector using the parallelogram method
Y.7,Vectors,geometry,Math,Add and subtract vectors
A.1,Variable expressions,algebra-2,Math,Evaluate variable expressions involving integers
A.2,Variable expressions,algebra-2,Math,Evaluate variable expressions involving rational numbers
A.3,Variable expressions,algebra-2,Math,Simplify variable expressions using properties
B.1,Equations,algebra-2,Math,Solve linear equations
B.2,Equations,algebra-2,Math,Solve linear equations: word problems
B.3,Equations,algebra-2,Math,Solve equations: complete the solution
B.4,Equations,algebra-2,Math,Solve absolute value equations
B.5,Equations,algebra-2,Math,Graph solutions to absolute value equations
B.6,Equations,algebra-2,Math,Solve multi-variable equations
C.1,Inequalities,algebra-2,Math,Graph a linear inequality in one variable
C.2,Inequalities,algebra-2,Math,Write inequalities from graphs
C.3,Inequalities,algebra-2,Math,Write a linear inequality: word problems
C.4,Inequalities,algebra-2,Math,Solve linear inequalities
C.5,Inequalities,algebra-2,Math,Graph solutions to linear inequalities
C.6,Inequalities,algebra-2,Math,Solve absolute value inequalities
C.7,Inequalities,algebra-2,Math,Graph solutions to absolute value inequalities
C.8,Inequalities,algebra-2,Math,Graph a two-variable linear inequality
C.9,Inequalities,algebra-2,Math,Graph solutions to two-variable absolute value inequalities
C.10,Inequalities,algebra-2,Math,Graph solutions to quadratic inequalities
C.11,Inequalities,algebra-2,Math,Solve quadratic inequalities
D.1,Functions,algebra-2,Math,Domain and range
D.2,Functions,algebra-2,Math,Identify functions
D.3,Functions,algebra-2,Math,Evaluate functions
D.4,Functions,algebra-2,Math,Find values using function graphs
D.5,Functions,algebra-2,Math,Complete a table for a function graph
D.6,Functions,algebra-2,Math,Find the slope of a linear function
D.7,Functions,algebra-2,Math,Graph a linear function
D.8,Functions,algebra-2,Math,Write the equation of a linear function
D.9,Functions,algebra-2,Math,Linear functions over unit intervals
D.10,Functions,algebra-2,Math,Average rate of change
E.1,Systems of equations,algebra-2,Math,"Is (x, y) a solution to the system of equations?"
E.2,Systems of equations,algebra-2,Math,Solve a system of equations by graphing
E.3,Systems of equations,algebra-2,Math,Solve a system of equations by graphing: word problems
E.4,Systems of equations,algebra-2,Math,Find the number of solutions to a system of equations
E.5,Systems of equations,algebra-2,Math,Classify a system of equations
E.6,Systems of equations,algebra-2,Math,Solve a system of equations using substitution
E.7,Systems of equations,algebra-2,Math,Solve a system of equations using substitution: word problems
E.8,Systems of equations,algebra-2,Math,Solve a system of equations using elimination
E.9,Systems of equations,algebra-2,Math,Solve a system of equations using elimination: word problems
E.10,Systems of equations,algebra-2,Math,Solve a system of equations using any method
E.11,Systems of equations,algebra-2,Math,Solve a system of equations using any method: word problems
E.12,Systems of equations,algebra-2,Math,Solve a system of equations in three variables using substitution
E.13,Systems of equations,algebra-2,Math,Solve a system of equations in three variables using elimination
E.14,Systems of equations,algebra-2,Math,Determine the number of solutions to a system of equations in three variables
E.15,Systems of equations,algebra-2,Math,Solve a system of linear and quadratic equations
E.16,Systems of equations,algebra-2,Math,Solve a non-linear system of equations
F.1,Systems of inequalities,algebra-2,Math,"Is (x, y) a solution to the system of inequalities?"
F.2,Systems of inequalities,algebra-2,Math,Solve systems of linear inequalities by graphing
F.3,Systems of inequalities,algebra-2,Math,Solve systems of linear and absolute value inequalities by graphing
F.4,Systems of inequalities,algebra-2,Math,Find the vertices of a solution set
F.5,Systems of inequalities,algebra-2,Math,Linear programming
G.1,Matrices,algebra-2,Math,Matrix vocabulary
G.2,Matrices,algebra-2,Math,Matrix operation rules
G.3,Matrices,algebra-2,Math,Add and subtract matrices
G.4,Matrices,algebra-2,Math,Multiply a matrix by a scalar
G.5,Matrices,algebra-2,Math,Add and subtract scalar multiples of matrices
G.6,Matrices,algebra-2,Math,Multiply two matrices
G.7,Matrices,algebra-2,Math,Simplify matrix expressions
G.8,Matrices,algebra-2,Math,Properties of matrices
G.9,Matrices,algebra-2,Math,Solve matrix equations
G.10,Matrices,algebra-2,Math,Determinant of a matrix
G.11,Matrices,algebra-2,Math,Is a matrix invertible?
G.12,Matrices,algebra-2,Math,Inverse of a matrix
G.13,Matrices,algebra-2,Math,Identify inverse matrices
G.14,Matrices,algebra-2,Math,Solve matrix equations using inverses
G.15,Matrices,algebra-2,Math,Identify transformation matrices
G.16,Matrices,algebra-2,Math,Transformation matrices: write the vertex matrix
G.17,Matrices,algebra-2,Math,Transformation matrices: graph the image
G.18,Matrices,algebra-2,Math,Solve a system of equations using augmented matrices
G.19,Matrices,algebra-2,Math,Solve a system of equations using augmented matrices: word problems
H.1,Complex numbers,algebra-2,Math,Introduction to complex numbers
H.2,Complex numbers,algebra-2,Math,Add and subtract complex numbers
H.3,Complex numbers,algebra-2,Math,Complex conjugates
H.4,Complex numbers,algebra-2,Math,Multiply complex numbers
H.5,Complex numbers,algebra-2,Math,Divide complex numbers
H.6,Complex numbers,algebra-2,Math,"Add, subtract, multiply, and divide complex numbers"
H.7,Complex numbers,algebra-2,Math,Absolute values of complex numbers
H.8,Complex numbers,algebra-2,Math,Powers of i
I.1,Factoring,algebra-2,Math,Factor out a monomial
I.2,Factoring,algebra-2,Math,Factor quadratics using algebra tiles
I.3,Factoring,algebra-2,Math,Factor quadratics
I.4,Factoring,algebra-2,Math,Factor using a quadratic pattern
I.5,Factoring,algebra-2,Math,Factor by grouping
I.6,Factoring,algebra-2,Math,Factor sums and differences of cubes
I.7,Factoring,algebra-2,Math,Factor polynomials
J.1,Quadratic functions,algebra-2,Math,Characteristics of quadratic functions
J.2,Quadratic functions,algebra-2,Math,Complete a function table: quadratic functions
J.3,Quadratic functions,algebra-2,Math,Graph a quadratic function
J.4,Quadratic functions,algebra-2,Math,Solve a quadratic equation using square roots
J.5,Quadratic functions,algebra-2,Math,Solve a quadratic equation using the zero product property
J.6,Quadratic functions,algebra-2,Math,Solve a quadratic equation by factoring
J.7,Quadratic functions,algebra-2,Math,Complete the square
J.8,Quadratic functions,algebra-2,Math,Solve a quadratic equation by completing the square
J.9,Quadratic functions,algebra-2,Math,Solve a quadratic equation using the quadratic formula
J.10,Quadratic functions,algebra-2,Math,Using the discriminant
J.11,Quadratic functions,algebra-2,Math,Match quadratic functions and graphs
J.12,Quadratic functions,algebra-2,Math,Write a quadratic function from its zeros
K.1,Polynomials,algebra-2,Math,Polynomial vocabulary
K.2,Polynomials,algebra-2,Math,Add and subtract polynomials
K.3,Polynomials,algebra-2,Math,Multiply polynomials
K.4,Polynomials,algebra-2,Math,Divide polynomials using long division
K.5,Polynomials,algebra-2,Math,Divide polynomials using synthetic division
K.6,Polynomials,algebra-2,Math,Evaluate polynomials using synthetic division
K.7,Polynomials,algebra-2,Math,Solve polynomial equations
K.8,Polynomials,algebra-2,Math,Find the roots of factored polynomials
K.9,Polynomials,algebra-2,Math,Write a polynomial from its roots
K.10,Polynomials,algebra-2,Math,Rational root theorem
K.11,Polynomials,algebra-2,Math,Complex conjugate theorem
K.12,Polynomials,algebra-2,Math,Conjugate root theorems
K.13,Polynomials,algebra-2,Math,Descartes' Rule of Signs
K.14,Polynomials,algebra-2,Math,Match polynomials and graphs
K.15,Polynomials,algebra-2,Math,Fundamental Theorem of Algebra
K.16,Polynomials,algebra-2,Math,Pascal's triangle
K.17,Polynomials,algebra-2,Math,Pascal's triangle and the Binomial Theorem
K.18,Polynomials,algebra-2,Math,Binomial Theorem I
K.19,Polynomials,algebra-2,Math,Binomial Theorem II
L.1,Radical functions and expressions,algebra-2,Math,Roots of integers
L.2,Radical functions and expressions,algebra-2,Math,Roots of rational numbers
L.3,Radical functions and expressions,algebra-2,Math,Find roots using a calculator
L.4,Radical functions and expressions,algebra-2,Math,Simplify radical expressions with variables I
L.5,Radical functions and expressions,algebra-2,Math,Simplify radical expressions with variables II
L.6,Radical functions and expressions,algebra-2,Math,Nth roots
L.7,Radical functions and expressions,algebra-2,Math,Multiply radical expressions
L.8,Radical functions and expressions,algebra-2,Math,Divide radical expressions
L.9,Radical functions and expressions,algebra-2,Math,Add and subtract radical expressions
L.10,Radical functions and expressions,algebra-2,Math,Simplify radical expressions using the distributive property
L.11,Radical functions and expressions,algebra-2,Math,Simplify radical expressions using conjugates
L.12,Radical functions and expressions,algebra-2,Math,Domain and range of radical functions
L.13,Radical functions and expressions,algebra-2,Math,Solve radical equations
M.1,Rational exponents,algebra-2,Math,Evaluate rational exponents
M.2,Rational exponents,algebra-2,Math,Multiplication with rational exponents
M.3,Rational exponents,algebra-2,Math,Division with rational exponents
M.4,Rational exponents,algebra-2,Math,Power rule
M.5,Rational exponents,algebra-2,Math,Simplify expressions involving rational exponents I
M.6,Rational exponents,algebra-2,Math,Simplify expressions involving rational exponents II
N.1,Rational functions and expressions,algebra-2,Math,Rational functions: asymptotes and excluded values
N.2,Rational functions and expressions,algebra-2,Math,Evaluate rational expressions I
N.3,Rational functions and expressions,algebra-2,Math,Evaluate rational expressions II
N.4,Rational functions and expressions,algebra-2,Math,Simplify rational expressions
N.5,Rational functions and expressions,algebra-2,Math,Multiply and divide rational expressions
N.6,Rational functions and expressions,algebra-2,Math,Add and subtract rational expressions
N.7,Rational functions and expressions,algebra-2,Math,Solve rational equations
O.1,Function operations,algebra-2,Math,Add and subtract functions
O.2,Function operations,algebra-2,Math,Multiply functions
